player_id,first_name,last_name,birthdate,height,weight,bats,primary_position,other_positions,is_pitcher,role,ch,ph,sp,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date
P8049,Ian,Wheeler,2000-02-09,70,178,L,P,,1,,,,,0,,,,,,52,53,16,23,34,0,0,15,83,0,0,,,,0,,,,18,71,58,31,65,31,43,0,0,28,89,0,0,False,,
P3858,Bernard,Young,1991-12-24,70,172,L,P,,1,,,,,0,,,,,,49,74,77,24,33,0,0,28,0,0,0,,,,0,,,,83,14,73,71,41,14,23,0,0,24,0,0,0,False,,
P6712,Danny,Ross,1989-05-13,72,197,R,P,,1,,,,,0,,,,,,96,94,37,98,81,0,49,0,0,0,0,,,,0,,,,72,61,87,30,87,98,79,0,44,0,0,0,0,False,,
P6006,Corey,Richardson,2000-06-08,70,236,R,P,,1,,,,,0,,,,,,57,62,49,61,21,98,87,0,0,0,0,,,,0,,,,87,99,71,55,67,75,29,99,93,0,0,0,0,False,,
P7786,Craig,Cook,1986-09-14,78,230,L,P,,1,,,,,0,,,,,,55,61,77,76,26,80,26,58,61,0,0,,,,0,,,,28,10,58,67,47,68,22,79,16,55,51,0,0,False,,
P9522,Alfred,Ortiz,1987-07-12,73,243,R,LF,,0,,20,58,63,11,32,92,29,87,81,,,,,,,,,,,,17,57,53,11,32,92,29,78,72,,,,,,,,,,,,False,,
P1879,Willard,Allen,1990-09-09,70,239,R,3B,,0,,92,19,92,86,60,44,71,47,55,,,,,,,,,,,,89,10,82,86,60,44,71,37,54,,,,,,,,,,,,False,,
P9722,Ryan,Hall,1991-06-03,77,194,R,SS,,0,,90,46,31,89,66,88,30,63,87,,,,,,,,,,,,88,38,29,89,66,88,30,62,77,,,,,,,,,,,,False,,
P6498,Dean,Anderson,2004-01-17,73,223,R,1B,,0,,46,74,18,77,63,57,21,96,31,,,,,,,,,,,,73,99,34,77,63,57,21,99,43,,,,,,,,,,,,False,,
P4163,Ron,Chavez,1997-09-07,74,161,L,SS,,0,,55,40,61,41,70,14,73,29,26,,,,,,,,,,,,63,47,76,41,70,14,73,44,33,,,,,,,,,,,,False,,
P1827,Henry,Reyes,1990-10-09,77,218,R,LF,,0,,91,65,68,68,82,86,14,45,92,,,,,,,,,,,,81,61,59,68,82,86,14,39,88,,,,,,,,,,,,False,,
P3966,Tom,Wilson,1993-02-13,71,194,S,SS,,0,,92,87,25,94,42,30,63,24,31,,,,,,,,,,,,86,87,24,94,42,30,63,24,25,,,,,,,,,,,,False,,
P8090,Leroy,Jenkins,2002-01-02,77,212,L,1B,,0,,40,51,21,49,20,70,57,79,68,,,,,,,,,,,,46,56,35,49,20,70,57,84,77,,,,,,,,,,,,False,,
P5960,Shawn,Rogers,2006-02-17,68,208,R,P,,1,,,,,0,,,,,,93,41,36,14,49,0,17,0,0,0,0,,,,0,,,,99,74,59,58,99,39,59,0,27,0,0,0,0,False,,
P6867,Jamie,Hernandez,2004-04-19,77,237,S,P,,1,,,,,0,,,,,,36,31,32,12,90,74,0,72,0,0,76,,,,0,,,,99,99,55,51,66,37,99,99,0,91,0,0,94,False,,
P1590,Jeremy,Gardner,2005-03-14,70,198,S,P,,1,,,,,0,,,,,,67,85,83,39,24,0,30,46,0,0,0,,,,0,,,,82,45,99,99,84,60,54,0,57,65,0,0,0,False,,
P8747,Anthony,Austin,2005-10-01,77,192,R,P,,1,,,,,0,,,,,,93,13,70,16,88,0,96,0,0,0,0,,,,0,,,,74,43,24,88,99,44,99,0,99,0,0,0,0,False,,
P2568,Raymond,Morales,2004-11-13,68,188,S,P,,1,,,,,0,,,,,,66,70,44,18,68,50,16,71,0,0,0,,,,0,,,,61,92,92,59,79,43,91,78,38,99,0,0,0,False,,
P6639,Milton,Hudson,2004-01-01,76,170,R,C,,0,,97,52,62,90,35,95,93,93,87,,,,,,,,,,,,99,78,74,90,35,95,93,99,99,,,,,,,,,,,,False,,
P4700,Pedro,Hayes,2006-07-03,69,239,L,LF,1B,0,,80,49,81,47,82,57,58,21,28,,,,,,,,,,,,91,60,99,47,82,57,58,35,52,,,,,,,,,,,,False,,
P3250,Stanley,Roberts,2006-03-10,72,246,R,3B,,0,,70,96,33,47,80,92,48,73,79,,,,,,,,,,,,96,99,60,47,80,92,48,91,97,,,,,,,,,,,,False,,
P1478,Luis,Miller,2005-09-13,71,236,R,SS,,0,,77,17,52,67,73,34,18,16,38,,,,,,,,,,,,99,47,70,67,73,34,18,38,50,,,,,,,,,,,,False,,
P6701,Ricky,Jones,2005-02-09,70,176,L,1B,,0,,60,19,91,39,30,45,54,11,87,,,,,,,,,,,,88,48,99,39,30,45,54,25,99,,,,,,,,,,,,False,,
P2341,Max,West,2001-01-29,74,210,R,P,,1,,,,,0,,,,,,98,27,10,13,27,30,91,51,41,0,0,,,,0,,,,25,99,39,23,99,26,41,38,96,66,54,0,0,False,,
P4983,Clifton,Crawford,1993-09-20,69,250,R,P,,1,,,,,0,,,,,,52,35,29,30,31,0,43,0,0,0,0,,,,0,,,,75,77,38,34,47,30,26,0,38,0,0,0,0,False,,
P4972,Theodore,Lawson,1989-09-05,68,206,S,P,,1,,,,,0,,,,,,14,56,44,51,87,0,72,0,40,0,0,,,,0,,,,49,56,50,42,11,47,85,0,65,0,37,0,0,False,,
P4941,Chris,Martin,2004-04-26,68,194,R,P,,1,,,,,0,,,,,,86,24,73,10,70,0,29,20,0,0,0,,,,0,,,,49,39,38,99,99,32,97,0,47,50,0,0,0,False,,
P5121,Walter,Perkins,1996-05-13,71,184,L,P,,1,,,,,0,,,,,,31,26,23,83,84,52,0,60,86,0,0,,,,0,,,,46,47,24,27,32,86,82,54,0,65,87,0,0,False,,
P5423,Willard,Crawford,1988-01-17,75,197,R,P,,1,,,,,0,,,,,,22,60,63,65,31,45,35,30,16,0,0,,,,0,,,,26,66,54,60,20,64,22,44,30,20,10,0,0,False,,
P4130,Curtis,Pierce,2002-04-27,76,220,R,P,,1,,,,,0,,,,,,96,38,72,63,40,38,79,38,72,0,0,,,,0,,,,99,57,45,78,99,68,54,53,85,48,83,0,0,False,,
P6520,Fernando,Rose,1997-11-22,78,221,L,P,,1,,,,,0,,,,,,38,14,17,50,50,85,66,68,29,0,0,,,,0,,,,92,36,29,29,46,57,63,95,81,82,38,0,0,False,,
P5825,Matthew,Pierce,2004-08-05,75,184,L,P,,1,,,,,0,,,,,,93,10,32,77,83,14,0,0,59,0,0,,,,0,,,,50,75,26,43,99,90,99,39,0,0,70,0,0,False,,
P1421,Clayton,Henderson,2000-05-22,75,168,R,P,,1,,,,,0,,,,,,29,35,82,26,90,93,0,82,97,0,0,,,,0,,,,82,50,50,89,38,32,99,99,0,97,99,0,0,False,,
P2933,Howard,Daniels,1987-01-23,68,207,R,P,,1,,,,,0,,,,,,17,80,48,80,37,54,28,41,29,0,0,,,,0,,,,10,22,71,43,15,79,31,50,23,36,24,0,0,False,,
P9294,Gregory,Rice,1996-12-26,68,174,R,C,,0,,12,83,17,19,19,64,42,54,51,,,,,,,,,,,,17,85,15,19,19,64,42,59,52,,,,,,,,,,,,False,,
P5009,Andre,Turner,1993-10-01,68,172,L,1B,,0,,45,11,77,54,64,52,28,45,11,,,,,,,,,,,,46,14,80,54,64,52,28,44,10,,,,,,,,,,,,False,,
P1497,Clarence,Richardson,2003-03-23,76,220,R,2B,,0,,78,74,57,55,22,61,37,77,16,,,,,,,,,,,,85,85,65,55,22,61,37,84,27,,,,,,,,,,,,False,,
P8499,Raul,Sanders,2003-07-19,72,238,L,3B,,0,,67,78,64,51,78,71,47,88,10,,,,,,,,,,,,78,91,72,51,78,71,47,98,23,,,,,,,,,,,,False,,
P8339,Brian,Mills,1987-12-29,75,207,R,SS,,0,,68,63,64,47,75,86,66,70,68,,,,,,,,,,,,66,60,56,47,75,86,66,61,63,,,,,,,,,,,,False,,
P2003,Dwayne,Ward,2002-02-01,69,213,R,LF,,0,,82,38,48,53,74,33,79,39,59,,,,,,,,,,,,87,45,56,53,74,33,79,51,74,,,,,,,,,,,,False,,
P1541,Julio,Henry,1997-06-07,74,213,L,CF,,0,,96,69,86,16,31,68,30,44,69,,,,,,,,,,,,96,72,88,16,31,68,30,41,64,,,,,,,,,,,,False,,
P5905,Calvin,Pierce,1999-04-13,72,192,L,RF,,0,,82,82,63,18,44,91,67,44,70,,,,,,,,,,,,93,88,69,18,44,91,67,51,84,,,,,,,,,,,,False,,
P5488,Victor,Owens,2003-04-10,75,169,L,RF,,0,,72,90,33,65,96,64,30,75,41,,,,,,,,,,,,78,99,42,65,96,64,30,85,48,,,,,,,,,,,,False,,
P6109,Steve,Stephens,1992-12-04,75,226,R,SS,,0,,94,16,89,95,55,32,91,64,14,,,,,,,,,,,,90,13,81,95,55,32,91,56,10,,,,,,,,,,,,False,,
P2139,Max,Peters,2000-01-25,72,191,R,SS,,0,,75,72,43,21,87,68,35,91,84,,,,,,,,,,,,80,83,50,21,87,68,35,99,96,,,,,,,,,,,,False,,
P2042,Leon,Turner,2003-07-04,69,215,R,1B,,0,,91,28,73,41,52,51,38,61,55,,,,,,,,,,,,99,41,84,41,52,51,38,74,63,,,,,,,,,,,,False,,
P2258,Barry,Knight,1993-12-21,76,170,L,1B,,0,,12,45,61,40,91,72,94,97,32,,,,,,,,,,,,12,40,61,40,91,72,94,97,34,,,,,,,,,,,,False,,
P4270,Charles,Perry,1987-05-23,77,200,R,SS,,0,,22,51,74,55,83,97,91,75,77,,,,,,,,,,,,21,50,73,55,83,97,91,67,69,,,,,,,,,,,,False,,
P2514,Jim,Berry,1991-06-08,71,248,S,P,,1,,,,,0,,,,,,25,52,52,35,26,31,66,97,0,0,0,,,,0,,,,85,56,43,47,24,30,20,23,57,90,0,0,0,False,,
P7384,Martin,Graham,1992-08-08,72,250,L,P,,1,,,,,0,,,,,,82,41,47,83,28,92,0,0,0,0,0,,,,0,,,,33,25,33,45,75,81,18,85,0,0,0,0,0,False,,
P2310,Reginald,Graham,1990-11-01,76,197,L,P,,1,,,,,0,,,,,,54,46,32,38,65,27,90,24,53,0,0,,,,0,,,,89,47,45,25,44,30,56,20,85,14,51,0,0,False,,
P6021,Gabriel,Knight,2000-11-23,69,232,L,P,,1,,,,,0,,,,,,42,67,33,13,79,0,0,0,0,0,64,,,,0,,,,89,61,75,39,49,27,93,0,0,0,0,0,69,False,,
P6888,Karl,Holmes,1997-07-31,74,219,L,P,,1,,,,,0,,,,,,16,78,33,72,46,34,55,78,0,0,0,,,,0,,,,26,54,82,29,16,68,47,35,59,76,0,0,0,False,,
P7726,Rafael,King,1987-05-24,76,161,L,P,,1,,,,,0,,,,,,36,63,70,47,16,0,0,62,0,0,0,,,,0,,,,95,84,61,69,33,47,12,0,0,62,0,0,0,False,,
P6883,Nelson,Long,1993-09-09,77,250,L,P,,1,,,,,0,,,,,,91,12,91,52,45,60,46,83,0,0,0,,,,0,,,,49,93,10,89,88,48,50,60,49,86,0,0,0,False,,
P2379,Dwayne,Black,1991-01-22,74,233,R,3B,,0,,47,37,22,99,34,68,30,48,59,,,,,,,,,,,,43,36,18,99,34,68,30,39,58,,,,,,,,,,,,False,,
P2335,Jacob,Simmons,1992-11-12,75,209,R,SS,,0,,64,35,29,90,42,12,40,16,23,,,,,,,,,,,,60,28,19,90,42,12,40,10,17,,,,,,,,,,,,False,,
P3671,Brad,Jordan,1987-03-30,76,168,L,1B,,0,,58,55,89,43,33,28,35,50,22,,,,,,,,,,,,52,54,86,43,33,28,35,41,20,,,,,,,,,,,,False,,
P5265,Joel,Kelly,1995-04-22,76,165,R,C,,0,,79,49,63,23,48,12,59,66,35,,,,,,,,,,,,79,53,67,23,48,12,59,68,35,,,,,,,,,,,,False,,
P6070,Derrick,Bennett,1992-04-15,77,212,R,2B,,0,,18,29,41,34,13,35,86,80,61,,,,,,,,,,,,18,26,35,34,13,35,86,76,60,,,,,,,,,,,,False,,
P3834,Phillip,Hamilton,2003-05-28,68,163,S,3B,,0,,12,30,22,36,77,23,96,23,19,,,,,,,,,,,,19,44,31,36,77,23,96,32,33,,,,,,,,,,,,False,,
P9505,Stanley,Lewis,1993-01-09,77,223,R,2B,,0,,29,70,42,73,46,93,86,28,86,,,,,,,,,,,,27,68,34,73,46,93,86,18,80,,,,,,,,,,,,False,,
P1702,Warren,Martinez,1999-03-05,72,228,R,LF,,0,,73,88,61,41,88,21,96,67,56,,,,,,,,,,,,85,95,68,41,88,21,96,77,71,,,,,,,,,,,,False,,
P8399,Francisco,Hunter,2005-06-30,73,191,R,P,,1,,,,,0,,,,,,20,18,60,86,39,64,61,52,34,0,0,,,,0,,,,46,99,45,82,43,99,58,88,81,75,48,0,0,False,,
P3009,Brian,Mcdonald,2005-01-06,72,231,L,P,,1,,,,,0,,,,,,11,65,58,10,49,99,26,19,0,0,0,,,,0,,,,75,99,83,79,26,39,79,99,41,37,0,0,0,False,,
P1733,Leonard,Webb,2007-07-25,70,206,S,P,,1,,,,,0,,,,,,75,91,87,78,12,77,31,94,29,0,0,,,,0,,,,93,26,99,99,99,99,23,98,56,99,58,0,0,False,,
P3425,Wesley,Reed,2004-02-14,71,224,R,P,,1,,,,,0,,,,,,71,26,77,19,62,22,0,78,0,0,0,,,,0,,,,39,70,41,88,92,29,72,40,0,99,0,0,0,False,,
P3290,Alfredo,Collins,2007-02-18,68,224,L,P,,1,,,,,0,,,,,,80,70,96,97,98,79,75,99,95,0,0,,,,0,,,,60,99,91,99,99,99,99,89,99,99,99,0,0,False,,
P3601,Jaime,Hall,2004-06-30,69,175,R,C,,0,,56,67,97,97,42,83,64,67,72,,,,,,,,,,,,76,77,99,97,42,83,64,86,90,,,,,,,,,,,,False,,
P1696,Ted,Dixon,2007-01-07,77,177,L,CF,,0,,61,72,89,36,59,38,40,86,20,,,,,,,,,,,,80,84,99,36,59,38,40,99,43,,,,,,,,,,,,False,,
P9171,Bill,Edwards,2003-10-02,75,209,L,C,,0,,96,78,68,36,82,16,20,30,92,,,,,,,,,,,,99,99,91,36,82,16,20,48,99,,,,,,,,,,,,False,,
P2686,Milton,Gonzalez,2007-06-23,71,229,R,CF,,0,,81,74,29,15,18,22,97,24,46,,,,,,,,,,,,99,93,43,15,18,22,97,51,69,,,,,,,,,,,,False,,
P4895,Adam,Jenkins,2007-06-26,74,201,R,C,,0,,68,88,31,70,27,73,60,91,29,,,,,,,,,,,,81,99,52,70,27,73,60,99,53,,,,,,,,,,,,False,,
P9972,Tommy,Foster,1989-08-18,68,242,L,P,,1,,,,,0,,,,,,84,67,58,78,77,12,0,0,0,0,0,,,,0,,,,50,22,59,55,76,68,74,10,0,0,0,0,0,False,,
P6600,Melvin,Ferguson,1987-05-03,72,231,L,P,,1,,,,,0,,,,,,79,55,14,14,69,43,0,0,0,0,0,,,,0,,,,43,15,54,14,75,10,68,41,0,0,0,0,0,False,,
P8812,Miguel,Sims,1993-01-27,73,193,L,P,,1,,,,,0,,,,,,70,88,91,94,76,32,31,61,36,0,0,,,,0,,,,16,29,88,83,69,94,70,31,22,55,27,0,0,False,,
P3489,Robert,Ramos,1991-12-13,70,200,R,P,,1,,,,,0,,,,,,47,37,81,57,34,0,0,81,0,0,0,,,,0,,,,72,46,33,76,41,53,25,0,0,75,0,0,0,False,,
P5504,Walter,Coleman,1991-03-31,76,185,S,P,,1,,,,,0,,,,,,68,69,64,38,63,0,79,0,0,0,0,,,,0,,,,88,30,69,54,67,38,59,0,69,0,0,0,0,False,,
P4981,Warren,Wagner,1991-11-09,73,227,R,P,,1,,,,,0,,,,,,14,97,56,75,47,12,82,27,0,0,0,,,,0,,,,63,45,95,51,10,71,46,10,77,27,0,0,0,False,,
P1439,Lester,Chapman,1991-08-10,74,213,S,P,,1,,,,,0,,,,,,79,88,34,86,39,89,92,0,0,0,0,,,,0,,,,87,59,87,34,75,85,29,88,92,0,0,0,0,False,,
P3073,Billy,Long,1996-10-08,72,212,L,P,,1,,,,,0,,,,,,76,95,59,39,34,0,74,12,12,0,0,,,,0,,,,22,37,99,54,76,38,32,0,74,10,14,0,0,False,,
P7831,Christopher,Freeman,2002-04-15,72,230,R,P,,1,,,,,0,,,,,,90,83,52,71,49,0,54,0,33,0,72,,,,0,,,,90,39,89,57,99,81,56,0,68,0,45,0,79,False,,
P3793,Alfred,Berry,1991-11-17,73,223,R,P,,1,,,,,0,,,,,,35,80,10,75,71,65,0,0,0,0,0,,,,0,,,,77,87,77,10,30,65,61,62,0,0,0,0,0,False,,
P1566,Duane,Kelly,1987-06-13,68,161,R,P,,1,,,,,0,,,,,,23,13,53,33,78,0,13,97,59,0,0,,,,0,,,,88,10,10,48,21,29,69,0,10,95,50,0,0,False,,
P6675,Francis,Ray,1994-10-04,77,189,R,C,,0,,12,49,45,83,46,50,88,13,17,,,,,,,,,,,,10,51,46,83,46,50,88,15,18,,,,,,,,,,,,False,,
P8668,Vernon,Gutierrez,1988-01-09,74,167,S,1B,,0,,69,38,46,99,36,95,26,73,26,,,,,,,,,,,,65,37,45,99,36,95,26,65,21,,,,,,,,,,,,False,,
P3016,Manuel,Owens,1994-02-06,70,191,S,2B,,0,,40,32,44,68,22,87,32,84,58,,,,,,,,,,,,38,30,45,68,22,87,32,87,62,,,,,,,,,,,,False,,
P4363,Wayne,Torres,1992-05-17,69,165,R,3B,,0,,19,63,56,94,88,86,22,80,33,,,,,,,,,,,,19,63,53,94,88,86,22,80,31,,,,,,,,,,,,False,,
P5408,Bradley,Lawson,1997-11-28,68,194,R,SS,,0,,33,88,73,26,68,73,68,83,86,,,,,,,,,,,,47,97,87,26,68,73,68,89,99,,,,,,,,,,,,False,,
P6395,Zachary,Perez,1998-09-29,73,236,L,LF,RF,0,,95,41,43,41,34,78,77,26,79,,,,,,,,,,,,99,54,48,41,34,78,77,38,84,,,,,,,,,,,,False,,
P3736,Howard,Thomas,1987-05-08,74,202,R,CF,,0,,75,52,66,11,45,78,33,60,90,,,,,,,,,,,,65,45,65,11,45,78,33,59,81,,,,,,,,,,,,False,,
P2018,Bernard,Ramirez,1990-07-27,78,246,L,RF,,0,,73,28,18,86,65,87,73,25,33,,,,,,,,,,,,72,18,11,86,65,87,73,22,33,,,,,,,,,,,,False,,
P4695,Ben,Howard,1986-08-31,71,184,R,1B,,0,,55,12,44,17,63,55,68,41,61,,,,,,,,,,,,53,12,36,17,63,55,68,41,53,,,,,,,,,,,,False,,
P3336,Clayton,Gray,2001-11-12,76,214,R,C,,0,,61,85,52,31,52,71,54,11,10,,,,,,,,,,,,76,94,59,31,52,71,54,19,24,,,,,,,,,,,,False,,
P1038,Juan,Carroll,1989-10-18,69,233,S,RF,,0,,17,98,58,27,95,49,76,12,84,,,,,,,,,,,,13,95,58,27,95,49,76,11,75,,,,,,,,,,,,False,,
P9514,Vernon,Clark,1986-11-15,77,183,R,1B,,0,,93,75,40,55,25,73,50,80,54,,,,,,,,,,,,86,72,35,55,25,73,50,72,52,,,,,,,,,,,,False,,
P7242,Bill,Schmidt,1987-06-09,71,240,R,2B,,0,,95,29,27,58,86,25,59,48,28,,,,,,,,,,,,94,23,17,58,86,25,59,43,19,,,,,,,,,,,,False,,
P7452,Samuel,Adams,1999-03-23,70,223,S,C,,0,,65,54,61,22,27,36,93,13,54,,,,,,,,,,,,78,66,67,22,27,36,93,27,61,,,,,,,,,,,,False,,
P1703,Justin,Foster,1993-06-07,70,184,L,P,,1,,,,,0,,,,,,77,89,50,70,18,0,0,14,0,0,0,,,,0,,,,62,11,89,44,73,68,10,0,0,10,0,0,0,False,,
P9016,Gary,Mcdonald,2003-07-11,69,187,S,P,,1,,,,,0,,,,,,43,10,42,75,46,0,46,0,47,0,31,,,,0,,,,82,38,22,52,56,80,61,0,52,0,59,0,44,False,,
P9969,Ricardo,Moore,1988-10-29,71,243,R,P,,1,,,,,0,,,,,,99,72,11,36,85,71,48,26,30,0,0,,,,0,,,,95,86,64,10,98,28,77,69,47,24,26,0,0,False,,
P6452,Joe,Simmons,1999-06-20,77,222,L,P,,1,,,,,0,,,,,,73,51,68,24,82,28,0,0,0,0,0,,,,0,,,,71,99,66,82,80,38,93,34,0,0,0,0,0,False,,
P9211,Hugh,Schmidt,1990-03-17,71,226,R,P,,1,,,,,0,,,,,,91,91,42,42,39,0,83,92,48,0,0,,,,0,,,,64,89,89,35,81,39,33,0,80,86,46,0,0,False,,
P5551,Tim,Patterson,2000-08-17,76,231,S,P,,1,,,,,0,,,,,,52,84,91,42,34,94,28,89,0,0,0,,,,0,,,,72,21,89,99,63,48,43,99,36,95,0,0,0,False,,
P4638,Charles,King,1998-06-12,75,190,L,P,,1,,,,,0,,,,,,51,61,97,53,14,0,66,85,40,0,0,,,,0,,,,76,79,68,99,64,66,23,0,81,92,55,0,0,False,,
P2848,Dennis,Kennedy,1991-08-11,68,185,L,1B,,0,,64,47,47,55,97,63,31,90,10,,,,,,,,,,,,54,37,39,55,97,63,31,80,10,,,,,,,,,,,,False,,
P8801,Samuel,Moore,1999-10-23,73,169,L,2B,,0,,37,34,44,70,83,33,78,18,73,,,,,,,,,,,,45,49,53,70,83,33,78,29,88,,,,,,,,,,,,False,,
P8657,Ben,Chavez,1987-10-07,77,241,R,SS,,0,,65,66,95,75,66,30,83,93,43,,,,,,,,,,,,58,66,90,75,66,30,83,91,35,,,,,,,,,,,,False,,
P3774,Ryan,Warren,2004-02-05,77,184,S,RF,3B,0,,21,36,38,56,88,36,40,60,63,,,,,,,,,,,,42,48,61,56,88,36,40,75,83,,,,,,,,,,,,False,,
P9388,Stephen,Collins,2000-08-09,77,243,R,3B,,0,,36,24,11,62,35,21,28,18,37,,,,,,,,,,,,44,39,22,62,35,21,28,28,51,,,,,,,,,,,,False,,
P9420,Javier,Wood,1988-07-02,68,204,R,3B,,0,,23,76,62,56,35,31,29,26,71,,,,,,,,,,,,22,72,58,56,35,31,29,25,61,,,,,,,,,,,,False,,
P1804,Aaron,Castillo,1987-03-24,71,226,S,RF,1B,0,,18,53,54,68,17,20,29,59,97,,,,,,,,,,,,10,43,50,68,17,20,29,50,94,,,,,,,,,,,,False,,
P2543,Sean,Shaw,1998-10-12,73,183,L,LF,,0,,78,39,67,95,85,78,84,35,28,,,,,,,,,,,,85,47,80,95,85,78,84,43,36,,,,,,,,,,,,False,,
P5899,Dwayne,Mitchell,2003-11-28,70,161,L,P,,1,,,,,0,,,,,,10,13,57,69,72,56,70,59,53,0,0,,,,0,,,,82,38,32,84,20,88,93,71,97,86,74,0,0,False,,
P6585,Chad,Cox,2006-04-27,75,243,R,P,,1,,,,,0,,,,,,97,54,83,65,57,0,0,0,58,0,0,,,,0,,,,65,99,69,99,99,78,72,0,0,0,80,0,0,False,,
P8652,Ken,Freeman,2005-01-24,73,192,L,P,,1,,,,,0,,,,,,16,51,74,61,53,0,62,0,0,0,44,,,,0,,,,99,82,70,99,32,82,81,0,86,0,0,0,73,False,,
P2978,Ramon,Russell,2005-10-18,72,211,R,P,,1,,,,,0,,,,,,75,21,21,22,45,0,18,85,32,0,0,,,,0,,,,58,92,33,34,95,44,65,0,36,99,54,0,0,False,,
P7872,Paul,Morgan,2005-12-31,70,241,L,P,,1,,,,,0,,,,,,52,98,66,35,80,0,74,0,87,0,0,,,,0,,,,86,38,99,94,64,55,99,0,94,0,99,0,0,False,,
P1814,Richard,Ward,2006-05-23,78,229,R,C,,0,,98,64,42,89,35,26,53,79,49,,,,,,,,,,,,99,82,53,89,35,26,53,99,60,,,,,,,,,,,,False,,
P6235,Ricardo,Powell,2003-11-15,70,162,L,CF,,0,,35,41,60,26,13,76,19,97,74,,,,,,,,,,,,48,70,86,26,13,76,19,99,99,,,,,,,,,,,,False,,
P4288,Greg,Lawrence,2004-01-19,71,230,R,3B,,0,,51,27,52,89,68,42,81,39,69,,,,,,,,,,,,76,46,82,89,68,42,81,56,80,,,,,,,,,,,,False,,
P8269,Casey,Wallace,2005-08-24,73,216,R,LF,,0,,34,50,66,52,49,48,47,64,49,,,,,,,,,,,,52,76,90,52,49,48,47,94,74,,,,,,,,,,,,False,,
P3977,Carlos,Snyder,2006-05-11,71,207,R,3B,,0,,50,40,27,96,14,57,11,91,23,,,,,,,,,,,,66,64,53,96,14,57,11,99,44,,,,,,,,,,,,False,,
P3372,Duane,Rodriguez,1997-07-01,71,184,R,P,,1,,,,,0,,,,,,10,21,99,53,11,0,59,0,0,0,0,,,,0,,,,37,91,21,99,15,48,10,0,58,0,0,0,0,False,,
P3110,Michael,Williams,1990-01-16,70,218,R,P,,1,,,,,0,,,,,,15,54,63,31,13,33,70,70,96,0,0,,,,0,,,,61,58,46,56,10,30,10,28,61,67,90,0,0,False,,
P8619,Albert,Cunningham,1997-08-12,72,219,L,P,,1,,,,,0,,,,,,36,87,99,74,16,0,60,0,87,0,0,,,,0,,,,83,10,91,96,33,72,17,0,56,0,87,0,0,False,,
P8480,Frederick,Oliver,1994-03-16,70,168,L,P,,1,,,,,0,,,,,,77,34,75,24,72,99,60,24,0,0,0,,,,0,,,,22,68,31,74,73,27,77,97,60,28,0,0,0,False,,
P5295,Corey,Willis,1995-05-30,73,240,R,P,RF,1,,,,,0,,,,,,57,82,88,91,39,0,83,0,0,0,0,,,,0,,,,65,98,77,85,62,89,44,0,80,0,0,0,0,False,,
P1045,Ray,Webb,1989-05-30,73,233,R,P,,1,,,,,0,,,,,,25,18,41,35,92,74,0,0,0,0,0,,,,0,,,,36,52,11,41,21,27,91,68,0,0,0,0,0,False,,
P8360,Jeremy,Martinez,1996-12-14,70,179,L,P,,1,,,,,0,,,,,,98,34,37,71,91,0,36,80,0,0,0,,,,0,,,,39,99,33,36,93,69,90,0,39,76,0,0,0,False,,
P1007,Henry,White,1987-12-24,69,166,L,P,,1,,,,,0,,,,,,38,94,99,21,14,0,70,0,0,0,0,,,,0,,,,43,77,90,99,32,17,10,0,61,0,0,0,0,False,,
P6330,Cody,White,1994-11-11,77,215,L,P,,1,,,,,0,,,,,,24,76,49,75,40,64,44,57,17,0,0,,,,0,,,,22,37,75,44,26,77,40,67,47,52,20,0,0,False,,
P8267,Bobby,Wilson,1997-10-26,72,248,L,P,,1,,,,,0,,,,,,94,78,91,47,34,0,82,0,65,0,0,,,,0,,,,37,43,87,99,99,61,43,0,90,0,70,0,0,False,,
P7983,Ricardo,Flores,1999-10-11,76,234,R,P,,1,,,,,0,,,,,,88,90,87,12,33,47,81,52,68,0,0,,,,0,,,,99,26,99,92,95,26,40,56,93,61,82,0,0,False,,
P9472,Elmer,Gomez,1997-10-22,70,243,L,C,,0,,94,64,33,33,60,85,97,50,73,,,,,,,,,,,,99,75,40,33,60,85,97,63,79,,,,,,,,,,,,False,,
P8197,Stephen,Boyd,2000-12-22,78,206,L,1B,,0,,40,89,47,36,44,74,12,41,87,,,,,,,,,,,,55,99,59,36,44,74,12,49,97,,,,,,,,,,,,False,,
P1891,Mark,Richardson,1998-01-12,69,165,R,2B,,0,,55,97,41,46,49,62,58,88,29,,,,,,,,,,,,69,99,46,46,49,62,58,95,34,,,,,,,,,,,,False,,
P6013,Leo,Rivera,2003-02-04,77,179,R,3B,,0,,59,74,74,83,38,79,14,57,59,,,,,,,,,,,,66,79,87,83,38,79,14,68,72,,,,,,,,,,,,False,,
P3233,Keith,White,2002-09-10,78,191,R,SS,,0,,24,81,68,41,99,18,18,82,24,,,,,,,,,,,,39,87,76,41,99,18,18,89,35,,,,,,,,,,,,False,,
